Accession No.,Title,Subtitle,Author 1,Author 2,Author 3,Edition,Publisher,Place,Year,Subject,Class No. ,Location,Availability Message
1696,क्ष किरणे,,सावरकर वि दा,,,,सावरकर,मुंबई,1975,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1696) counter-var sanga.
1697,क्ष किरणे,,सावरकर वि दा,,,,सावरकर,मुंबई,1975,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1697) counter-var sanga.
1698,स्वार्थाचे बळी,,मुंडे बा भ,,,,शेटे,,1991,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1698) counter-var sanga.
1699,आजची नायिका,,मराठे ह मु,,,,नवचैतन्य प्रकाशन,मुंबई,1994,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1699) counter-var sanga.
1700,ऋतुगंध,,काळे नागनाथ,,,,शिवम,,1995,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1700) counter-var sanga.
1701,अर्थ अनर्थ,,शिवतरकर प्रदीप,,,,कल्पना,पुणे,1996,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1701) counter-var sanga.
1702,डॉ विलिंयम हालसेट,,पाध्ये यशवंत,,,,सौरभ प्रकाशन,पुणे,1990,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1702) counter-var sanga.
1703,द डेविल नेवर स्लीप,,दामले स्वाती,,,,पुष्प प्रकाशन,पुणे,1992,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1703) counter-var sanga.
1704,जाग,,देशपांडे अरविंद म,,,,अभिनव प्रकाशन,पुणे,1977,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1704) counter-var sanga.
1705,चौकट,,डंके विनायक,,,,राज प्रकाशन,पुणे,1977,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1705) counter-var sanga.
1706,गमतीदार प्रश्नोत्तरी,,लोणकर रघुनाथ,,,,प्रियांजली प्रकाशन,पुणे,1999,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1706) counter-var sanga.
1707,डॉ विलिंयम हालसेट,,पाध्ये यशवंत,,,,सौरभ प्रकाशन,पुणे,1990,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1707) counter-var sanga.
1708,डॉ विलिंयम हालसेट,,पाध्ये यशवंत,,,,सौरभ प्रकाशन,पुणे,1990,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1708) counter-var sanga.
1709,पुढारी भोळा लफडी सोळा,,मुलानिक एस डी,,,,सुरेंद्र,खटाव,1974,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1709) counter-var sanga.
1710,पुढारी भोळा लफडी सोळा,,मुलानिक एस डी,,,,सुरेंद्र,खटाव,1974,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1710) counter-var sanga.
1711,उशाप,,सावरकर,,,,सावरकर,पुणे,1975,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1711) counter-var sanga.
1712,उशाप,,सावरकर,,,,सावरकर,पुणे,1975,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1712) counter-var sanga.
1713,हे असेच व्हायचे होते,,कुलकर्णी स्नेहसुधा,,,,कल्पना,पुणे,1996,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1713) counter-var sanga.
1714,असे हे जग,,दत्तात्रय नलिनी,,,,अंजनी प्रकाशन,पुणे,1996,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1714) counter-var sanga.
1715,चौसस्ट घर,,निर्लेकर सुधाकर,भारद्वाज सतीश,,,अनमोल प्रकाशन,पुणे,1991,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1715) counter-var sanga.
1716,तिसरा डोळा,,हौजवाला पु घ,,,,सतार,औरंगाबाद,1998,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1716) counter-var sanga.
1717,अतर्क्य,,वाळिंबे सुरेश,,,,निशिराज प्रकाशन,पुणे,1998,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1717) counter-var sanga.
1718,कंमाडर विटर,,केळ्कर ग म,,,,पुरंदरे,,1987,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1718) counter-var sanga.
1719,सुजाता,,पाटील शे ना,,,,मनोकामना प्रकाशन,इस्मालपूर,1998,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1719) counter-var sanga.
1720,शेडस,,शिरवळकर सुहास,,,,सुशील प्रकाशन,पुणे,1997,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1720) counter-var sanga.
1721,शेडस,,शिरवळकर सुहास,,,,सुशील प्रकाशन,पुणे,1997,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1721) counter-var sanga.
1722,परमिट मंत्रालय,,बुआ बी आ,,,,एस के प्रकाशन,,1999,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1722) counter-var sanga.
1723,परमिट मंत्रालय,,बुआ बी आ,,,,एस के प्रकाशन,,1999,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1723) counter-var sanga.
1724,नरजन्म,,फेणे वसंत,,,,विशाखा प्रकाशन,पुणे,1989,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1724) counter-var sanga.
1725,नरजन्म,,फेणे वसंत,,,,विशाखा प्रकाशन,पुणे,1989,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1725) counter-var sanga.
1726,तृप्ती,,मोडक कुंदा,,,,दीपरेखा प्रकाशन,,1992,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1726) counter-var sanga.
1727,तृप्ती,,मोडक कुंदा,,,,दीपरेखा प्रकाशन,,1992,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1727) counter-var sanga.
1728,जन्म सावित्री,,कुलकर्णी प्रभा,,,,राजेंद्र प्रकाशन,पुणे,1990,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1728) counter-var sanga.
1729,मेराथोन,,साठे अशोक,,,,स्नेहल प्रकाशन,,0,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1729) counter-var sanga.
1730,मेराथोन,,साठे अशोक,,,,स्नेहल प्रकाशन,,0,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1730) counter-var sanga.
1731,खुनाचे रहस्य,,तिबिले अनंत,,,,शांता प्रकाशन,,0,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1731) counter-var sanga.
1732,खुनाचे रहस्य,,तिबिले अनंत,,,,शांता प्रकाशन,,0,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1732) counter-var sanga.
1733,जन्म सावित्री,,कुलकर्णी प्रभा,,,,राजेंद्र प्रकाशन,पुणे,1990,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1733) counter-var sanga.
1734,वरदा,,पाठक अनुराधा,,,,मनोदय प्रकाशन,पुणे,1999,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1734) counter-var sanga.
1735,वरदा,,पाठक अनुराधा,,,,मनोदय प्रकाशन,पुणे,1999,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1735) counter-var sanga.
1736,महाराष्ट माझा,,जोशी मनोहर,,,,प्रभात प्रकाशन,मुंबई,1997,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1736) counter-var sanga.
1737,फुलेची मुल,,खेतमाळस अंबादास,,,,विशाखा प्रकाशन,पुणे,1993,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1737) counter-var sanga.
1738,कन्फेशकन,,घाटपांडे महेश,,,,अभोदय प्रकाशन,,1998,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1738) counter-var sanga.
1739,घे जन्म तू फिरुनी,,जोशी शशिकांत,,,,योगिता प्रकाशन,,1999,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1739) counter-var sanga.
1740,कस्तुरी,,भडभडे शुभांगी,,,,सुशील प्रकाशन,पुणे,1998,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1740) counter-var sanga.
1741,जि प निवडणूक मार्गदर्शिका,,खोडे प्र ना,,,,ठाकूर,,1962,POLITICAL SCIENCE,891.463,POLITICAL SCIENCE,Krupaya upalabdhtesathi Accession No. (1741) counter-var sanga.
1742,केल्याने देशाटन,,साळुंके उर्मिला,,,,कल्पना,,0,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1742) counter-var sanga.
1743,नात सासू सुनेच,,भागवत सरोज,,,,कीर्ती प्रकाशन,अंबरनाथ,0,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1743) counter-var sanga.
1744,पडद्यामागचा माणूस,,पेंढारकर त्यागराज,,,,चंद्रकला प्रकाशन,पुणे,1996,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1744) counter-var sanga.
1745,शोध प्रतिशोध,,महाले मुकुंद,,,,जाणीव प्रकाशन,मुंबई,1999,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1745) counter-var sanga.
1746,हिंदी क्रिकेटर,,सरदेसाई र गो,,,,मनोहर प्रकाशन,पुणे,1998,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1746) counter-var sanga.
1747,अतर्क्य,,वाळिंबे सुरेश,,,,निसिराज प्रकाशन,,1998,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1747) counter-var sanga.
1748,उध्वस्त,,बागुल चारुदत्त,,,,राजेंद्र प्रकाशन,,1987,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1748) counter-var sanga.
1749,संमातर रेषा,,नांदेडकर वासंती,,,,नवभारत प्रकाशन,मुंबई,1989,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1749) counter-var sanga.
1750,द साईउ ऑफ फोर,,पाध्ये यशवंत,,,,सौरभ प्रकाशन,,1990,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1750) counter-var sanga.
1751,रिबेका,,भारद्वाज मंदाकिनी,,,,पुष्प प्रकाशन,पुणे,1996,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (1751) counter-var sanga.
